Telephone Number,Caller Name,Address Line 1,Address Line 2,City,State,Zip (optional plus four),Country,,,Comments (Internal Only),Account-ID,Order-ID,Function
2487263232,Baldwin Elem,4325 Bannister Blvd.,Room 14,Rochester,MI,48306,US,,,RM 14 Baldwin,,,
2487263233,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263234,Baldwin Elem,4325 Bannister Blvd.,Room 28,Rochester,MI,48306,US,,,RM 28 Baldwin,,,
2487263235,Baldwin Elem,4325 Bannister Blvd.,Room 04,Rochester,MI,48306,US,,,RM 04 Baldwin,,,
2487263236,Baldwin Elem,4325 Bannister Blvd.,Room 17,Rochester,MI,48306,US,,,RM 17 Baldwin,,,
2487263237,Baldwin Elem,4325 Bannister Blvd.,Room 18,Rochester,MI,48306,US,,,RM 18 Baldwin,,,
2487263238,Baldwin Elem,4325 Bannister Blvd.,Room 19,Rochester,MI,48306,US,,,RM 19 Baldwin,,,
2487263239,Baldwin Elem,4325 Bannister Blvd.,Room 20,Rochester,MI,48306,US,,,RM 20 Baldwin,,,
2487263240,Baldwin Elem,4325 Bannister Blvd.,Room 21,Rochester,MI,48306,US,,,RM 21 Baldwin,,,
2487263241,Baldwin Elem,4325 Bannister Blvd.,Room 22,Rochester,MI,48306,US,,,RM 22 Baldwin,,,
2487263242,Baldwin Elem,4325 Bannister Blvd.,Room 23,Rochester,MI,48306,US,,,RM 23 Baldwin,,,
2487263243,Baldwin Elem,4325 Bannister Blvd.,Room 24,Rochester,MI,48306,US,,,RM 24 Baldwin,,,
2487263244,Baldwin Elem,4325 Bannister Blvd.,Room 25,Rochester,MI,48306,US,,,RM 25 Baldwin,,,
2487263245,Baldwin Elem,4325 Bannister Blvd.,Lounge,Rochester,MI,48306,US,,,Lounge Baldwin,,,
2487263246,Baldwin Elem,4325 Bannister Blvd.,Media Center,Rochester,MI,48306,US,,,Media Baldwin,,,
2487263247,Baldwin Elem,4325 Bannister Blvd.,Media Center,Rochester,MI,48306,US,,,Media Office Baldwin,,,
2487263248,Baldwin Elem,4325 Bannister Blvd.,Media Center,Rochester,MI,48306,US,,,Media Baldwin,,,
2487263249,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263250,Baldwin Elem,4325 Bannister Blvd.,Room 26,Rochester,MI,48306,US,,,RM 26 Baldwin,,,
2487263251,Baldwin Elem,4325 Bannister Blvd.,Cafeteria,Rochester,MI,48306,US,,,Cafeteria Baldwin,,,
2487263252,Baldwin Elem,4325 Bannister Blvd.,Room 30,Rochester,MI,48306,US,,,RM 30 Baldwin,,,
2487263253,Baldwin Elem,4325 Bannister Blvd.,Room 16,Rochester,MI,48306,US,,,RM 16 Baldwin,,,
2487263254,Baldwin Elem,4325 Bannister Blvd.,Gym,Rochester,MI,48306,US,,,Gym Baldwin,,,
2487263255,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263256,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263257,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263258,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263259,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263260,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263261,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263262,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263263,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263264,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263265,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263266,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263267,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263268,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263269,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263270,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263271,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263272,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263273,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263274,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263275,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263276,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263277,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263278,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263279,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263280,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263281,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263282,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263283,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263284,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263285,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263286,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263287,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263288,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263289,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263290,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263291,Baldwin Elem,4325 Bannister Blvd.,Main Office,Rochester,MI,48306,US,,,Baldwin RG,,,
2487263292,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263293,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263294,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263295,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263296,Baldwin Elem,4325 Bannister Blvd.,,Rochester,MI,48306,US,,,--,,,
2487263297,Baldwin Elem,4325 Bannister Blvd.,Media Center,Rochester,MI,48306,US,,,Baldwin Nite Bell,,,
2487263298,Baldwin Elem,4325 Bannister Blvd.,Media Center,Rochester,MI,48306,US,,,MDF Baldwin,,,
2487263299,Baldwin Elem,4325 Bannister Blvd.,Main Office,Rochester,MI,48306,US,,,Clinic Baldwin,,,
2487263300,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,AA Brewster,,,
2487263301,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Kelly Dessy,,,
2487263302,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Krista Rheault,,,
2487263303,Brewster Elem,1535 Brewster Rd.,Custodial Office,Rochester Hills,MI,48306,US,,,BrewsterABMam,,,
2487263304,Brewster Elem,1535 Brewster Rd.,Media Center,Rochester Hills,MI,48306,US,,,Amy RiceOrourke,,,
2487263305,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Fax Brewster,,,
2487263306,Brewster Elem,1535 Brewster Rd.,Kitchen,Rochester Hills,MI,48306,US,,,Brewster Kitchen,,,
2487263307,Brewster Elem,1535 Brewster Rd.,Room 1D,Rochester Hills,MI,48306,US,,,2nd Floor Brewster,,,
2487263308,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263309,Brewster Elem,1535 Brewster Rd.,Room 1B,Rochester Hills,MI,48306,US,,,Merritt Golick,,,
2487263310,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263311,Brewster Elem,1535 Brewster Rd.,Room 2F,Rochester Hills,MI,48306,US,,,Speech Brewster,,,
2487263312,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Susan Renne,,,
2487263313,Brewster Elem,1535 Brewster Rd.,Room 1A,Rochester Hills,MI,48306,US,,,RM 1A Brewster,,,
2487263314,Brewster Elem,1535 Brewster Rd.,Room 02,Rochester Hills,MI,48306,US,,,RM 02 Brewster,,,
2487263315,Brewster Elem,1535 Brewster Rd.,Room 01,Rochester Hills,MI,48306,US,,,RM 01 Brewster,,,
2487263316,Brewster Elem,1535 Brewster Rd.,Lounge,Rochester Hills,MI,48306,US,,,Lounge Brewster,,,
2487263317,Brewster Elem,1535 Brewster Rd.,Room 22,Rochester Hills,MI,48306,US,,,RM 22 Brewster,,,
2487263318,Brewster Elem,1535 Brewster Rd.,Room 05,Rochester Hills,MI,48306,US,,,RM 05 Brewster,,,
2487263319,Brewster Elem,1535 Brewster Rd.,Room 04,Rochester Hills,MI,48306,US,,,RM 04 Brewster,,,
2487263320,Brewster Elem,1535 Brewster Rd.,Room 03,Rochester Hills,MI,48306,US,,,RM 03 Brewster,,,
2487263321,Brewster Elem,1535 Brewster Rd.,Room 24,Rochester Hills,MI,48306,US,,,RM 24 Brewster,,,
2487263322,Brewster Elem,1535 Brewster Rd.,Room 06,Rochester Hills,MI,48306,US,,,RM 06 Brewster,,,
2487263323,Brewster Elem,1535 Brewster Rd.,Room 16,Rochester Hills,MI,48306,US,,,RM 16 Brewster,,,
2487263324,Brewster Elem,1535 Brewster Rd.,Room 32,Rochester Hills,MI,48306,US,,,RM 32 Brewster,,,
2487263325,Brewster Elem,1535 Brewster Rd.,Media Center,Rochester Hills,MI,48306,US,,,Media Brewster,,,
2487263326,Brewster Elem,1535 Brewster Rd.,Room 12,Rochester Hills,MI,48306,US,,,RM 12 Brewster,,,
2487263327,Brewster Elem,1535 Brewster Rd.,Room 1C,Rochester Hills,MI,48306,US,,,Resource Rm Brewster,,,
2487263328,Brewster Elem,1535 Brewster Rd.,Room 09,Rochester Hills,MI,48306,US,,,RM 09 Brewster,,,
2487263329,Brewster Elem,1535 Brewster Rd.,Room 13,Rochester Hills,MI,48306,US,,,RM 13 Brewster,,,
2487263330,Brewster Elem,1535 Brewster Rd.,Room 14,Rochester Hills,MI,48306,US,,,RM 14 Brewster,,,
2487263331,Brewster Elem,1535 Brewster Rd.,Conference Rm 1,Rochester Hills,MI,48306,US,,,Conf RM Brewster,,,
2487263332,Brewster Elem,1535 Brewster Rd.,Room 07,Rochester Hills,MI,48306,US,,,RM 07 Brewster,,,
2487263333,Brewster Elem,1535 Brewster Rd.,Room 10,Rochester Hills,MI,48306,US,,,RM 10 Brewster,,,
2487263334,Brewster Elem,1535 Brewster Rd.,Room 08,Rochester Hills,MI,48306,US,,,RM 08 Brewster,,,
2487263335,Brewster Elem,1535 Brewster Rd.,Room 15,Rochester Hills,MI,48306,US,,,RM 15 Brewster,,,
2487263336,Brewster Elem,1535 Brewster Rd.,Room 2F,Rochester Hills,MI,48306,US,,,ANC 2F Brewster,,,
2487263337,Brewster Elem,1535 Brewster Rd.,Room 1B,Rochester Hills,MI,48306,US,,,RM 1B Brewster,,,
2487263338,Brewster Elem,1535 Brewster Rd.,Gym,Rochester Hills,MI,48306,US,,,Gym Brewster,,,
2487263339,Brewster Elem,1535 Brewster Rd.,Room 21,Rochester Hills,MI,48306,US,,,RM 21 Brewster,,,
2487263340,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Conf Room Brewster,,,
2487263341,Brewster Elem,1535 Brewster Rd.,Room 2D,Rochester Hills,MI,48306,US,,,Conf Room Brewster,,,
2487263342,Brewster Elem,1535 Brewster Rd.,Copy Room 1F,Rochester Hills,MI,48306,US,,,Work Room Brewster,,,
2487263343,Brewster Elem,1535 Brewster Rd.,Cafeteria,Rochester Hills,MI,48306,US,,,Cafeteria Brewster,,,
2487263344,Brewster Elem,1535 Brewster Rd.,Room 11,Rochester Hills,MI,48306,US,,,Rm 11 Brewster,,,
2487263345,Brewster Elem,1535 Brewster Rd.,Room 18,Rochester Hills,MI,48306,US,,,RM 18 Brewster,,,
2487263346,Brewster Elem,1535 Brewster Rd.,Room 20,Rochester Hills,MI,48306,US,,,RM 20 Brewster,,,
2487263347,Brewster Elem,1535 Brewster Rd.,Room 24,Rochester Hills,MI,48306,US,,,RM 24 Brewster,,,
2487263348,Brewster Elem,1535 Brewster Rd.,Room 26,Rochester Hills,MI,48306,US,,,RM 26 Brewster,,,
2487263349,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Conf Main Off Brewster,,,
2487263350,Brewster Elem,1535 Brewster Rd.,Copy Room 2F,Rochester Hills,MI,48306,US,,,Copy Rm 2nd Fl Brewster,,,
2487263351,Brewster Elem,1535 Brewster Rd.,Room 31,Rochester Hills,MI,48306,US,,,RM 31 Brewster,,,
2487263352,Brewster Elem,1535 Brewster Rd.,Room 2A,Rochester Hills,MI,48306,US,,,RM 2A Brewster,,,
2487263353,Brewster Elem,1535 Brewster Rd.,Room 2C,Rochester Hills,MI,48306,US,,,RM 2C Brewster,,,
2487263354,Brewster Elem,1535 Brewster Rd.,Room 19,Rochester Hills,MI,48306,US,,,RM 19 Brewster,,,
2487263355,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263356,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263357,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263358,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263359,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263360,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263361,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263362,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263363,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263364,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263365,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263366,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263367,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263368,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263369,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263370,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263371,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263372,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263373,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263374,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263375,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263376,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263377,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263378,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263379,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263380,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263381,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263382,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263383,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263384,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263385,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263386,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263387,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263388,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263389,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263390,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263391,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Brewster RG,,,
2487263392,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263393,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263394,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263395,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263396,Brewster Elem,1535 Brewster Rd.,,Rochester Hills,MI,48306,US,,,--,,,
2487263397,Brewster Elem,1535 Brewster Rd.,Media Center,Rochester Hills,MI,48306,US,,,Brewster Nite Bell,,,
2487263398,Brewster Elem,1535 Brewster Rd.,Media Center,Rochester Hills,MI,48306,US,,,MDF Brewster,,,
2487263399,Brewster Elem,1535 Brewster Rd.,Main Office,Rochester Hills,MI,48306,US,,,Brewster Clinic,,,
2487263400,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Brooklands AA,,,
2487263401,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Sara Crowley,,,
2487263402,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Jane Walsh,,,
2487263403,Brooklands Elem,490 E. Auburn Rd.,Receiving Office,Rochester Hills,MI,48309,US,,,BrooklandsABMam,,,
2487263404,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,Karin Vassilakos,,,
2487263405,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Fax Brooklands,,,
2487263406,Brooklands Elem,490 E. Auburn Rd.,Kitchen,Rochester Hills,MI,48309,US,,,BrooklandsFS,,,
2487263407,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,SW Brooklands,,,
2487263408,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263409,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Ryan Peasley,,,
2487263410,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263411,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Conf Room Brooklands,,,
2487263412,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Brenda Phan,,,
2487263413,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Conf Room Brooklands,,,
2487263414,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,SW Brooklands,,,
2487263415,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Mail Room Brooklands,,,
2487263416,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Speech Brooklands,,,
2487263417,Brooklands Elem,490 E. Auburn Rd.,Main Office,Rochester Hills,MI,48309,US,,,Psych Brooklands,,,
2487263418,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263419,Brooklands Elem,490 E. Auburn Rd.,Room 11,Rochester Hills,MI,48309,US,,,RM 11 Brooklands,,,
2487263420,Brooklands Elem,490 E. Auburn Rd.,Room 09,Rochester Hills,MI,48309,US,,,RM 09 Brooklands,,,
2487263421,Brooklands Elem,490 E. Auburn Rd.,Room 07,Rochester Hills,MI,48309,US,,,RM 07 Brooklands,,,
2487263422,Brooklands Elem,490 E. Auburn Rd.,Room 06,Rochester Hills,MI,48309,US,,,RM 06 Brooklands,,,
2487263423,Brooklands Elem,490 E. Auburn Rd.,Room 01,Rochester Hills,MI,48309,US,,,RM 01 Brooklands,,,
2487263424,Brooklands Elem,490 E. Auburn Rd.,Room 02,Rochester Hills,MI,48309,US,,,RM 02 Brooklands,,,
2487263425,Brooklands Elem,490 E. Auburn Rd.,Room 03,Rochester Hills,MI,48309,US,,,RM 03 Brooklands,,,
2487263426,Brooklands Elem,490 E. Auburn Rd.,Room 04,Rochester Hills,MI,48309,US,,,RM 04 Brooklands,,,
2487263427,Brooklands Elem,490 E. Auburn Rd.,Room 05,Rochester Hills,MI,48309,US,,,RM 05 Brooklands,,,
2487263428,Brooklands Elem,490 E. Auburn Rd.,Room 08,Rochester Hills,MI,48309,US,,,RM 08 Brooklands,,,
2487263429,Brooklands Elem,490 E. Auburn Rd.,Room 10,Rochester Hills,MI,48309,US,,,RM 10 Brooklands,,,
2487263430,Brooklands Elem,490 E. Auburn Rd.,Room 28A,Rochester Hills,MI,48309,US,,,RM 28A Brooklands,,,
2487263431,Brooklands Elem,490 E. Auburn Rd.,Room 27,Rochester Hills,MI,48309,US,,,RM 27 Brooklands,,,
2487263432,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,MC AV Room Brooklands,,,
2487263433,Brooklands Elem,490 E. Auburn Rd.,Gym,Rochester Hills,MI,48309,US,,,Gym Brooklands,,,
2487263434,Brooklands Elem,490 E. Auburn Rd.,Room 26,Rochester Hills,MI,48309,US,,,RM 26 Brooklands,,,
2487263435,Brooklands Elem,490 E. Auburn Rd.,Room 25,Rochester Hills,MI,48309,US,,,RM 25 Brooklands,,,
2487263436,Brooklands Elem,490 E. Auburn Rd.,Next to Work Room 1C211,Rochester Hills,MI,48309,US,,,Lounge Brooklands,,,
2487263437,Brooklands Elem,490 E. Auburn Rd.,1C211,Rochester Hills,MI,48309,US,,,Work Room Brooklands,,,
2487263438,Brooklands Elem,490 E. Auburn Rd.,Room 14,Rochester Hills,MI,48309,US,,,RM 14 Brooklands,,,
2487263439,Brooklands Elem,490 E. Auburn Rd.,Room 12,Rochester Hills,MI,48309,US,,,RM 12 Brooklands,,,
2487263440,Brooklands Elem,490 E. Auburn Rd.,Room 16,Rochester Hills,MI,48309,US,,,RM 16 Brooklands,,,
2487263441,Brooklands Elem,490 E. Auburn Rd.,Room 18,Rochester Hills,MI,48309,US,,,RM 18 Lab Brooklands,,,
2487263442,Brooklands Elem,490 E. Auburn Rd.,Room 24,Rochester Hills,MI,48309,US,,,RM 24 Brooklands,,,
2487263443,Brooklands Elem,490 E. Auburn Rd.,Room 23,Rochester Hills,MI,48309,US,,,RM 23 Brooklands,,,
2487263444,Brooklands Elem,490 E. Auburn Rd.,Room 22,Rochester Hills,MI,48309,US,,,RM 22 Brooklands,,,
2487263445,Brooklands Elem,490 E. Auburn Rd.,Room 21,Rochester Hills,MI,48309,US,,,RM 21 Brooklands,,,
2487263446,Brooklands Elem,490 E. Auburn Rd.,Room 20,Rochester Hills,MI,48309,US,,,RM 20 Brooklands,,,
2487263447,Brooklands Elem,490 E. Auburn Rd.,Room 19,Rochester Hills,MI,48309,US,,,RM 19 Brooklands,,,
2487263448,Brooklands Elem,490 E. Auburn Rd.,Room 17,Rochester Hills,MI,48309,US,,,RM 17 Brooklands,,,
2487263449,Brooklands Elem,490 E. Auburn Rd.,Room 15,Rochester Hills,MI,48309,US,,,RM 15 Brooklands,,,
2487263450,Brooklands Elem,490 E. Auburn Rd.,Room 13,Rochester Hills,MI,48309,US,,,RM 13 Brooklands,,,
2487263451,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,Office Brooklands,,,
2487263452,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,Media Brooklands,,,
2487263453,Brooklands Elem,490 E. Auburn Rd.,Media Center,Rochester Hills,MI,48309,US,,,Lab Brooklands,,,
2487263454,Brooklands Elem,490 E. Auburn Rd.,Cafeteria,Rochester Hills,MI,48309,US,,,Cafeteria Brooklands,,,
2487263455,Brooklands Elem,490 E. Auburn Rd.,Room 28B,Rochester Hills,MI,48309,US,,,Rm 28B Brooklands,,,
2487263456,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263457,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263458,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263459,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263460,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263461,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263462,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263463,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263464,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263465,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263466,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263467,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263468,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263469,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263470,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263471,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263472,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
2487263473,Brooklands Elem,490 E. Auburn Rd.,,Rochester Hills,MI,48309,US,,,--,,,
